playerID,yearID,teamID,inseason,manager_G,manager_W,manager_L,teamRank,plyrMgr,Half
ryanco01,1977,TEX,3,6,2,4,2,N,
huntebi03,1977,TEX,4,93,60,33,2,N,
hartsro01,1977,TOR,1,161,54,107,7,N,
coxbo01,1978,ATL,1,162,69,93,6,N,
weaveea99,1978,BAL,1,161,90,71,4,N,
zimmedo01,1978,BOS,1,163,99,64,2,N,
garcida99,1978,CAL,1,45,25,20,2,N,
fregoji01,1978,CAL,2,117,62,55,2,N,
lemonbo01,1978,CHA,1,74,34,40,5,N,
dobyla01,1978,CHA,2,87,37,50,5,N,
frankhe01,1978,CHN,1,162,79,83,3,N,
andersp01,1978,CIN,1,161,92,69,2,N,
torboje01,1978,CLE,1,159,69,90,6,N,
houkra01,1978,DET,1,162,86,76,5,N,
virdobi01,1978,HOU,1,162,74,88,5,N,
herzowh01,1978,KCA,1,162,92,70,1,N,
lasorto01,1978,LAN,1,162,95,67,1,N,
mauchge01,1978,MIN,1,162,73,89,4,N,
bambege01,1978,ML4,1,162,93,69,3,N,
willidi02,1978,MON,1,162,76,86,4,N,
martibi02,1978,NYA,1,94,52,42,1,N,
howsedi01,1978,NYA,2,1,0,1,1,N,
lemonbo01,1978,NYA,3,68,48,20,1,N,
torrejo01,1978,NYN,1,162,66,96,6,N,
winklbo99,1978,OAK,1,39,24,15,6,N,
mckeoja99,1978,OAK,2,123,45,78,6,N,
ozarkda99,1978,PHI,1,162,90,72,1,N,
tannech01,1978,PIT,1,161,88,73,2,N,
craigro01,1978,SDN,1,162,84,78,4,N,
johnsda01,1978,SEA,1,160,56,104,7,N,
altobjo01,1978,SFN,1,162,89,73,3,N,
rappve99,1978,SLN,1,17,6,11,5,N,
krolja99,1978,SLN,2,2,1,1,5,N,
boyerke01,1978,SLN,3,143,62,81,5,N,
huntebi03,1978,TEX,1,161,86,75,2,N,
corrapa01,1978,TEX,2,1,1,0,2,N,
hartsro01,1978,TOR,1,161,59,102,7,N,
coxbo01,1979,ATL,1,160,66,94,6,N,
weaveea99,1979,BAL,1,159,102,57,1,N,
zimmedo01,1979,BOS,1,160,91,69,3,N,
fregoji01,1979,CAL,1,162,88,74,1,N,
kessido01,1979,CHA,1,106,46,60,5,Y,
larusto01,1979,CHA,2,54,27,27,5,N,
frankhe01,1979,CHN,1,155,78,77,5,N,
amalfjo01,1979,CHN,2,7,2,5,5,N,
mcnamjo99,1979,CIN,1,161,90,71,1,N,
torboje01,1979,CLE,1,95,43,52,6,N,
garcida99,1979,CLE,2,66,38,28,6,N,
mossle01,1979,DET,1,53,27,26,5,N,
tracedi01,1979,DET,2,2,2,0,5,N,
andersp01,1979,DET,3,106,56,50,5,N,
virdobi01,1979,HOU,1,162,89,73,2,N,
herzowh01,1979,KCA,1,162,85,77,2,N,
lasorto01,1979,LAN,1,162,79,83,3,N,
mauchge01,1979,MIN,1,162,82,80,4,N,
bambege01,1979,ML4,1,161,95,66,2,N,
willidi02,1979,MON,1,160,95,65,2,N,
lemonbo01,1979,NYA,1,65,34,31,4,N,
martibi02,1979,NYA,2,95,55,40,4,N,
torrejo01,1979,NYN,1,163,63,99,6,N,
marshji01,1979,OAK,1,162,54,108,7,N,
ozarkda99,1979,PHI,1,133,65,67,4,N,
greenda02,1979,PHI,2,30,19,11,4,N,
tannech01,1979,PIT,1,163,98,64,1,N,
craigro01,1979,SDN,1,161,68,93,5,N,
johnsda01,1979,SEA,1,162,67,95,6,N,
altobjo01,1979,SFN,1,140,61,79,4,N,
bristda99,1979,SFN,2,22,10,12,4,N,
boyerke01,1979,SLN,1,163,86,76,3,N,
corrapa01,1979,TEX,1,162,83,79,3,N,
hartsro01,1979,TOR,1,162,53,109,7,N,
coxbo01,1980,ATL,1,161,81,80,4,N,
weaveea99,1980,BAL,1,162,100,62,2,N,
zimmedo01,1980,BOS,1,155,82,73,4,N,
peskyjo01,1980,BOS,2,5,1,4,4,N,
fregoji01,1980,CAL,1,160,65,95,6,N,
larusto01,1980,CHA,1,162,70,90,5,N,
gomezpr01,1980,CHN,1,90,38,52,6,N,
amalfjo01,1980,CHN,2,72,26,46,6,N,
mcnamjo99,1980,CIN,1,163,89,73,3,N,
garcida99,1980,CLE,1,160,79,81,6,N,
andersp01,1980,DET,1,163,84,78,5,N,
virdobi01,1980,HOU,1,163,93,70,1,N,
freyji99,1980,KCA,1,162,97,65,1,N,
lasorto01,1980,LAN,1,163,92,71,2,N,
mauchge01,1980,MIN,1,125,54,71,3,N,
goryljo01,1980,MIN,2,36,23,13,3,N,
rodgebu01,1980,ML4,1,47,26,21,3,N,
bambege01,1980,ML4,2,92,47,45,3,N,
rodgebu01,1980,ML4,3,23,13,10,3,N,
willidi02,1980,MON,1,162,90,72,2,N,
howsedi01,1980,NYA,1,162,103,59,1,N,
torrejo01,1980,NYN,1,162,67,95,5,N,
martibi02,1980,OAK,1,162,83,79,2,N,
greenda02,1980,PHI,1,162,91,71,1,N,
tannech01,1980,PIT,1,162,83,79,3,N,
colemje01,1980,SDN,1,163,73,89,6,N,
johnsda01,1980,SEA,1,105,39,65,7,N,
willsma01,1980,SEA,2,58,20,38,7,N,
bristda99,1980,SFN,1,161,75,86,5,N,
boyerke01,1980,SLN,1,51,18,33,4,N,
krolja99,1980,SLN,2,1,0,1,4,N,
herzowh01,1980,SLN,3,73,38,35,4,N,
schoere01,1980,SLN,4,37,18,19,4,N,
corrapa01,1980,TEX,1,163,76,85,4,N,
mattibo01,1980,TOR,1,162,67,95,7,N,
coxbo01,1981,ATL,1,107,50,56,4,N,
weaveea99,1981,BAL,1,105,59,46,2,N,
houkra01,1981,BOS,1,108,59,49,2,N,
fregoji01,1981,CAL,1,47,22,25,4,N,
mauchge01,1981,CAL,2,63,29,34,4,N,
larusto01,1981,CHA,1,106,54,52,3,N,
amalfjo01,1981,CHN,1,106,38,65,5,N,
mcnamjo99,1981,CIN,1,108,66,42,2,N,
garcida99,1981,CLE,1,103,52,51,5,N,
andersp01,1981,DET,1,109,60,49,2,N,
virdobi01,1981,HOU,1,110,61,49,1,N,
freyji99,1981,KCA,1,70,30,40,1,N,
howsedi01,1981,KCA,2,33,20,13,1,N,
lasorto01,1981,LAN,1,110,63,47,1,N,
goryljo01,1981,MIN,1,37,11,25,7,N,
gardnbi02,1981,MIN,2,73,30,43,4,N,
rodgebu01,1981,ML4,1,109,62,47,1,N,
willidi02,1981,MON,1,81,44,37,1,N,
fanniji01,1981,MON,2,27,16,11,1,N,
michage01,1981,NYA,1,82,48,34,1,N,
lemonbo01,1981,NYA,2,25,11,14,6,N,
torrejo01,1981,NYN,1,105,41,62,4,N,
martibi02,1981,OAK,1,109,64,45,1,N,
greenda02,1981,PHI,1,107,59,48,1,N,
tannech01,1981,PIT,1,103,46,56,4,N,
howarfr01,1981,SDN,1,110,41,69,6,N,
willsma01,1981,SEA,1,25,6,18,6,N,
lachere01,1981,SEA,2,85,38,47,5,N,
robinfr02,1981,SFN,1,111,56,55,3,N,
herzowh01,1981,SLN,1,103,59,43,2,N,
zimmedo01,1981,TEX,1,105,57,48,2,N,
mattibo01,1981,TOR,1,106,37,69,7,N,
torrejo01,1982,ATL,1,162,89,73,1,N,
weaveea99,1982,BAL,1,163,94,68,2,N,
houkra01,1982,BOS,1,162,89,73,3,N,
mauchge01,1982,CAL,1,162,93,69,1,N,
larusto01,1982,CHA,1,162,87,75,3,N,
eliale01,1982,CHN,1,162,73,89,5,N,
mcnamjo99,1982,CIN,1,92,34,58,6,N,
nixonru01,1982,CIN,2,70,27,43,6,N,
garcida99,1982,CLE,1,162,78,84,7,N,
andersp01,1982,DET,1,162,83,79,4,N,
virdobi01,1982,HOU,1,111,49,62,5,N,
lillibo01,1982,HOU,2,51,28,23,5,N,
howsedi01,1982,KCA,1,162,90,72,2,N,
lasorto01,1982,LAN,1,162,88,74,2,N,
gardnbi02,1982,MIN,1,162,60,102,7,N,
rodgebu01,1982,ML4,1,47,23,24,1,N,
kuennha01,1982,ML4,2,116,72,43,1,N,
fanniji01,1982,MON,1,162,86,76,3,N,
lemonbo01,1982,NYA,1,14,6,8,5,N,
michage01,1982,NYA,2,86,44,42,5,N,
kingcl01,1982,NYA,3,62,29,33,5,N,
bambege01,1982,NYN,1,162,65,97,6,N,
martibi02,1982,OAK,1,162,68,94,5,N,
corrapa01,1982,PHI,1,162,89,73,2,N,
tannech01,1982,PIT,1,162,84,78,4,N,
willidi02,1982,SDN,1,162,81,81,4,N,
lachere01,1982,SEA,1,162,76,86,4,N,
robinfr02,1982,SFN,1,162,87,75,3,N,
herzowh01,1982,SLN,1,162,92,70,1,N,
zimmedo01,1982,TEX,1,96,38,58,6,N,
johnsda01,1982,TEX,2,66,26,40,6,N,
coxbo01,1982,TOR,1,162,78,84,6,N,
torrejo01,1983,ATL,1,162,88,74,2,N,
altobjo01,1983,BAL,1,162,98,64,1,N,
houkra01,1983,BOS,1,162,78,84,6,N,
mcnamjo99,1983,CAL,1,162,70,92,5,N,
larusto01,1983,CHA,1,162,99,63,1,N,
eliale01,1983,CHN,1,123,54,69,5,N,
foxch01,1983,CHN,2,39,17,22,5,N,
nixonru01,1983,CIN,1,162,74,88,6,N,
ferrami01,1983,CLE,1,100,40,60,7,N,
corrapa01,1983,CLE,2,62,30,32,7,N,
andersp01,1983,DET,1,162,92,70,2,N,
lillibo01,1983,HOU,1,162,85,77,3,N,
howsedi01,1983,KCA,1,163,79,83,2,N,
lasorto01,1983,LAN,1,163,91,71,1,N,
gardnbi02,1983,MIN,1,162,70,92,6,N,
kuennha01,1983,ML4,1,162,87,75,5,N,
virdobi01,1983,MON,1,163,82,80,3,N,
martibi02,1983,NYA,1,162,91,71,3,N,
bambege01,1983,NYN,1,46,16,30,6,N,
howarfr01,1983,NYN,2,116,52,64,6,N,
borosst01,1983,OAK,1,162,74,88,4,N,
corrapa01,1983,PHI,1,86,43,42,1,N,
owenspa99,1983,PHI,2,77,47,30,1,N,
tannech01,1983,PIT,1,162,84,78,2,N,
willidi02,1983,SDN,1,163,81,81,4,N,
lachere01,1983,SEA,1,73,26,47,7,N,
crandde01,1983,SEA,2,89,34,55,7,N,
robinfr02,1983,SFN,1,162,79,83,5,N,
herzowh01,1983,SLN,1,162,79,83,4,N,
raderdo02,1983,TEX,1,163,77,85,3,N,
coxbo01,1983,TOR,1,162,89,73,4,N,
torrejo01,1984,ATL,1,162,80,82,3,N,
altobjo01,1984,BAL,1,162,85,77,5,N,
houkra01,1984,BOS,1,162,86,76,4,N,
mcnamjo99,1984,CAL,1,162,81,81,2,N,
larusto01,1984,CHA,1,162,74,88,5,N,
freyji99,1984,CHN,1,161,96,65,1,N,
rappve99,1984,CIN,1,121,51,70,5,N,
rosepe01,1984,CIN,2,41,19,22,5,Y,
corrapa01,1984,CLE,1,163,75,87,6,N,
andersp01,1984,DET,1,162,104,58,1,N,
lillibo01,1984,HOU,1,162,80,82,2,N,
howsedi01,1984,KCA,1,162,84,78,1,N,
lasorto01,1984,LAN,1,162,79,83,4,N,
gardnbi02,1984,MIN,1,162,81,81,3,N,
lachere01,1984,ML4,1,161,67,94,7,N,
virdobi01,1984,MON,1,131,64,67,5,N,
fanniji01,1984,MON,2,30,14,16,5,N,
berrayo01,1984,NYA,1,162,87,75,3,N,
johnsda02,1984,NYN,1,162,90,72,2,N,
borosst01,1984,OAK,1,44,20,24,4,N,
mooreja01,1984,OAK,2,118,57,61,4,N,
owenspa99,1984,PHI,1,162,81,81,4,N,
tannech01,1984,PIT,1,162,75,87,6,N,
willidi02,1984,SDN,1,162,92,70,1,N,
crandde01,1984,SEA,1,135,59,76,5,N,
cottich01,1984,SEA,2,27,15,12,5,N,
robinfr02,1984,SFN,1,106,42,64,6,N,
ozarkda99,1984,SFN,2,56,24,32,6,N,
herzowh01,1984,SLN,1,162,84,78,3,N,
raderdo02,1984,TEX,1,161,69,92,7,N,
coxbo01,1984,TOR,1,163,89,73,2,N,
haased01,1985,ATL,1,121,50,71,5,N,
winebo01,1985,ATL,2,41,16,25,5,N,
altobjo01,1985,BAL,1,55,29,26,4,N,
ripkeca99,1985,BAL,2,1,1,0,4,N,
weaveea99,1985,BAL,3,105,53,52,4,N,
mcnamjo99,1985,BOS,1,163,81,81,5,N,
mauchge01,1985,CAL,1,162,90,72,2,N,
larusto01,1985,CHA,1,163,85,77,3,N,
freyji99,1985,CHN,1,162,77,84,4,N,
rosepe01,1985,CIN,1,162,89,72,2,Y,
corrapa01,1985,CLE,1,162,60,102,7,N,
andersp01,1985,DET,1,161,84,77,3,N,
lillibo01,1985,HOU,1,162,83,79,4,N,
howsedi01,1985,KCA,1,162,91,71,1,N,
lasorto01,1985,LAN,1,162,95,67,1,N,
gardnbi02,1985,MIN,1,62,27,35,4,N,
millera99,1985,MIN,2,100,50,50,4,N,
bambege01,1985,ML4,1,161,71,90,6,N,
rodgebu01,1985,MON,1,161,84,77,3,N,
berrayo01,1985,NYA,1,16,6,10,2,N,
martibi02,1985,NYA,2,145,91,54,2,N,
johnsda02,1985,NYN,1,162,98,64,2,N,
mooreja01,1985,OAK,1,162,77,85,5,N,
felskjo01,1985,PHI,1,162,75,87,5,N,
tannech01,1985,PIT,1,161,57,104,6,N,
willidi02,1985,SDN,1,162,83,79,3,N,
cottich01,1985,SEA,1,162,74,88,6,N,
davenji01,1985,SFN,1,144,56,88,6,N,
craigro01,1985,SFN,2,18,6,12,6,N,
herzowh01,1985,SLN,1,162,101,61,1,N,
raderdo02,1985,TEX,1,32,9,23,7,N,
valenbo02,1985,TEX,2,129,53,76,7,N,
coxbo01,1985,TOR,1,161,99,62,1,N,
tannech01,1986,ATL,1,161,72,89,6,N,
weaveea99,1986,BAL,1,162,73,89,7,N,
mcnamjo99,1986,BOS,1,161,95,66,1,N,
mauchge01,1986,CAL,1,162,92,70,1,N,
larusto01,1986,CHA,1,64,26,38,5,N,
raderdo02,1986,CHA,2,2,1,1,5,N,
fregoji01,1986,CHA,3,96,45,51,5,N,
freyji99,1986,CHN,1,56,23,33,5,N,
vukovjo01,1986,CHN,2,2,1,1,5,N,
michage01,1986,CHN,3,102,46,56,5,N,
rosepe01,1986,CIN,1,162,86,76,2,Y,
corrapa01,1986,CLE,1,163,84,78,5,N,
andersp01,1986,DET,1,162,87,75,3,N,
lanieha01,1986,HOU,1,162,96,66,1,N,
howsedi01,1986,KCA,1,88,40,48,3,N,
ferrami01,1986,KCA,2,74,36,38,3,N,
lasorto01,1986,LAN,1,162,73,89,5,N,
millera99,1986,MIN,1,139,59,80,6,N,
kellyto01,1986,MIN,2,23,12,11,6,N,
bambege01,1986,ML4,1,152,71,81,6,N,
trebeto99,1986,ML4,2,9,6,3,6,N,
rodgebu01,1986,MON,1,161,78,83,4,N,
pinielo01,1986,NYA,1,162,90,72,2,N,
johnsda02,1986,NYN,1,162,108,54,1,N,
mooreja01,1986,OAK,1,73,29,44,3,N,
newmaje01,1986,OAK,2,10,2,8,3,N,
larusto01,1986,OAK,3,79,45,34,3,N,
felskjo01,1986,PHI,1,161,86,75,2,N,
leylaji99,1986,PIT,1,162,64,98,6,N,
borosst01,1986,SDN,1,162,74,88,4,N,
cottich01,1986,SEA,1,28,9,19,7,N,
martima01,1986,SEA,2,1,0,1,7,N,
willidi02,1986,SEA,3,133,58,75,7,N,
craigro01,1986,SFN,1,162,83,79,3,N,
herzowh01,1986,SLN,1,161,79,82,3,N,
valenbo02,1986,TEX,1,162,87,75,2,N,
williji03,1986,TOR,1,163,86,76,4,N,
tannech01,1987,ATL,1,161,69,92,5,N,
ripkeca99,1987,BAL,1,162,67,95,6,N,
mcnamjo99,1987,BOS,1,162,78,84,5,N,
mauchge01,1987,CAL,1,162,75,87,7,N,
fregoji01,1987,CHA,1,162,77,85,5,N,
michage01,1987,CHN,1,136,68,68,6,N,
lucchfr99,1987,CHN,2,25,8,17,6,N,
rosepe01,1987,CIN,1,162,84,78,2,N,
corrapa01,1987,CLE,1,87,31,56,7,N,
edwardo01,1987,CLE,2,75,30,45,7,N,
andersp01,1987,DET,1,162,98,64,1,N,
lanieha01,1987,HOU,1,162,76,86,3,N,
gardnbi02,1987,KCA,1,126,62,64,2,N,
wathajo01,1987,KCA,2,36,21,15,2,N,
lasorto01,1987,LAN,1,162,73,89,4,N,
kellyto01,1987,MIN,1,162,85,77,1,N,
trebeto99,1987,ML4,1,162,91,71,3,N,
rodgebu01,1987,MON,1,162,91,71,3,N,
pinielo01,1987,NYA,1,162,89,73,4,N,
johnsda02,1987,NYN,1,162,92,70,2,N,
larusto01,1987,OAK,1,162,81,81,3,N,
felskjo01,1987,PHI,1,61,29,32,4,N,
eliale01,1987,PHI,2,101,51,50,4,N,
leylaji99,1987,PIT,1,162,80,82,4,N,
bowala01,1987,SDN,1,162,65,97,6,N,
willidi02,1987,SEA,1,162,78,84,4,N,
craigro01,1987,SFN,1,162,90,72,1,N,
herzowh01,1987,SLN,1,162,95,67,1,N,
valenbo02,1987,TEX,1,162,75,87,6,N,
williji03,1987,TOR,1,162,96,66,2,N,
tannech01,1988,ATL,1,39,12,27,6,N,
nixonru01,1988,ATL,2,121,42,79,6,N,
ripkeca99,1988,BAL,1,6,0,6,7,N,
robinfr02,1988,BAL,2,155,54,101,7,N,
mcnamjo99,1988,BOS,1,85,43,42,1,N,
morgajo01,1988,BOS,2,77,46,31,1,N,
rojasco01,1988,CAL,1,154,75,79,4,N,
stubimo01,1988,CAL,2,8,0,8,4,N,
fregoji01,1988,CHA,1,161,71,90,5,N,
zimmedo01,1988,CHN,1,163,77,85,4,N,
rosepe01,1988,CIN,1,23,11,12,2,N,
helmsto01,1988,CIN,2,27,12,15,2,N,
rosepe01,1988,CIN,3,111,64,47,2,N,
edwardo01,1988,CLE,1,162,78,84,6,N,
andersp01,1988,DET,1,162,88,74,2,N,
lanieha01,1988,HOU,1,162,82,80,5,N,
wathajo01,1988,KCA,1,161,84,77,3,N,
lasorto01,1988,LAN,1,162,94,67,1,N,
kellyto01,1988,MIN,1,162,91,71,2,N,
trebeto99,1988,ML4,1,162,87,75,4,N,
rodgebu01,1988,MON,1,163,81,81,3,N,
martibi02,1988,NYA,1,68,40,28,5,N,
pinielo01,1988,NYA,2,93,45,48,5,N,
johnsda02,1988,NYN,1,160,100,60,1,N,
larusto01,1988,OAK,1,162,104,58,1,N,
eliale01,1988,PHI,1,153,60,92,6,N,
vukovjo01,1988,PHI,2,9,5,4,6,N,
leylaji99,1988,PIT,1,160,85,75,2,N,
bowala01,1988,SDN,1,46,16,30,3,N,
mckeoja99,1988,SDN,2,115,67,48,3,N,
willidi02,1988,SEA,1,56,23,33,7,N,
snydeji02,1988,SEA,2,105,45,60,7,N,
craigro01,1988,SFN,1,162,83,79,4,N,
herzowh01,1988,SLN,1,162,76,86,5,N,
valenbo02,1988,TEX,1,161,70,91,6,N,
williji03,1988,TOR,1,162,87,75,3,N,
nixonru01,1989,ATL,1,161,63,97,6,N,
robinfr02,1989,BAL,1,162,87,75,2,N,
morgajo01,1989,BOS,1,162,83,79,3,N,
raderdo02,1989,CAL,1,162,91,71,3,N,
torboje01,1989,CHA,1,161,69,92,7,N,
zimmedo01,1989,CHN,1,162,93,69,1,N,
rosepe01,1989,CIN,1,125,59,66,5,N,
helmsto01,1989,CIN,2,37,16,21,5,N,
edwardo01,1989,CLE,1,143,65,78,6,N,
hartjo99,1989,CLE,2,19,8,11,6,N,
andersp01,1989,DET,1,162,59,103,7,N,
howear01,1989,HOU,1,162,86,76,3,N,
wathajo01,1989,KCA,1,162,92,70,2,N,
lasorto01,1989,LAN,1,160,77,83,4,N,
kellyto01,1989,MIN,1,162,80,82,5,N,
trebeto99,1989,ML4,1,162,81,81,4,N,
rodgebu01,1989,MON,1,162,81,81,4,N,
greenda02,1989,NYA,1,121,56,65,5,N,
dentbu01,1989,NYA,2,40,18,22,5,N,
johnsda02,1989,NYN,1,162,87,75,2,N,
larusto01,1989,OAK,1,162,99,63,1,N,
leyvani99,1989,PHI,1,163,67,95,6,N,
leylaji99,1989,PIT,1,164,74,88,5,N,
mckeoja99,1989,SDN,1,162,89,73,2,N,
lefebji01,1989,SEA,1,162,73,89,6,N,
craigro01,1989,SFN,1,162,92,70,1,N,
herzowh01,1989,SLN,1,164,86,76,3,N,
valenbo02,1989,TEX,1,162,83,79,4,N,
williji03,1989,TOR,1,36,12,24,1,N,
gastoci01,1989,TOR,2,126,77,49,1,N,
nixonru01,1990,ATL,1,65,25,40,6,N,
coxbo01,1990,ATL,2,97,40,57,6,N,
robinfr02,1990,BAL,1,162,76,85,5,N,
morgajo01,1990,BOS,1,162,88,74,1,N,
raderdo02,1990,CAL,1,162,80,82,4,N,
torboje01,1990,CHA,1,162,94,68,2,N,
zimmedo01,1990,CHN,1,162,77,85,5,N,
pinielo01,1990,CIN,1,162,91,71,1,N,
mcnamjo99,1990,CLE,1,162,77,85,4,N,
andersp01,1990,DET,1,162,79,83,3,N,
howear01,1990,HOU,1,162,75,87,5,N,
wathajo01,1990,KCA,1,161,75,86,6,N,
lasorto01,1990,LAN,1,162,86,76,2,N,
kellyto01,1990,MIN,1,162,74,88,7,N,
trebeto99,1990,ML4,1,162,74,88,6,N,
rodgebu01,1990,MON,1,162,85,77,3,N,
dentbu01,1990,NYA,1,49,18,31,7,N,
merrist99,1990,NYA,2,113,49,64,7,N,
johnsda02,1990,NYN,1,42,20,22,2,N,
harrebu01,1990,NYN,2,120,71,49,2,N,
larusto01,1990,OAK,1,162,103,59,1,N,
leyvani99,1990,PHI,1,162,77,85,4,N,
leylaji99,1990,PIT,1,162,95,67,1,N,
mckeoja99,1990,SDN,1,80,37,43,5,N,
riddogr99,1990,SDN,2,82,38,44,5,N,
lefebji01,1990,SEA,1,162,77,85,5,N,
craigro01,1990,SFN,1,162,85,77,3,N,
herzowh01,1990,SLN,1,80,33,47,6,N,
schoere01,1990,SLN,2,24,13,11,6,N,
torrejo01,1990,SLN,3,58,24,34,6,N,
valenbo02,1990,TEX,1,162,83,79,3,N,
gastoci01,1990,TOR,1,162,86,76,2,N,
coxbo01,1991,ATL,1,162,94,68,1,N,
robinfr02,1991,BAL,1,37,13,24,6,N,
oatesjo01,1991,BAL,2,125,54,71,6,N,
morgajo01,1991,BOS,1,162,84,78,3,N,
raderdo02,1991,CAL,1,124,61,63,7,N,
rodgebu01,1991,CAL,2,38,20,18,7,N,
torboje01,1991,CHA,1,162,87,75,2,N,
zimmedo01,1991,CHN,1,37,18,19,4,N,
altobjo01,1991,CHN,2,1,0,1,4,N,
essiaji01,1991,CHN,3,122,59,63,4,N,
pinielo01,1991,CIN,1,162,74,88,5,N,
mcnamjo99,1991,CLE,1,77,25,52,7,N,
hargrmi01,1991,CLE,2,85,32,53,7,N,
andersp01,1991,DET,1,162,84,78,2,N,
howear01,1991,HOU,1,162,65,97,6,N,
wathajo01,1991,KCA,1,37,15,22,6,N,
schaebo99,1991,KCA,2,1,1,0,6,N,
mcraeha01,1991,KCA,3,124,66,58,6,N,
lasorto01,1991,LAN,1,162,93,69,2,N,
kellyto01,1991,MIN,1,162,95,67,1,N,
trebeto99,1991,ML4,1,162,83,79,4,N,
rodgebu01,1991,MON,1,49,20,29,6,N,
runneto01,1991,MON,2,112,51,61,6,N,
merrist99,1991,NYA,1,162,71,91,5,N,
harrebu01,1991,NYN,1,154,74,80,5,N,
cubbami01,1991,NYN,2,7,3,4,5,N,
larusto01,1991,OAK,1,162,84,78,4,N,
leyvani99,1991,PHI,1,13,4,9,3,N,
fregoji01,1991,PHI,2,149,74,75,3,N,
leylaji99,1991,PIT,1,162,98,64,1,N,
riddogr99,1991,SDN,1,162,84,78,3,N,
lefebji01,1991,SEA,1,162,83,79,5,N,
craigro01,1991,SFN,1,162,75,87,4,N,
torrejo01,1991,SLN,1,162,84,78,2,N,
valenbo02,1991,TEX,1,162,85,77,3,N,
gastoci01,1991,TOR,1,120,66,54,1,N,
tenacge01,1991,TOR,2,33,19,14,1,N,
gastoci01,1991,TOR,3,9,6,3,1,N,
coxbo01,1992,ATL,1,162,98,64,1,N,
oatesjo01,1992,BAL,1,162,89,73,3,N,
hobsobu01,1992,BOS,1,162,73,89,7,N,
rodgebu01,1992,CAL,1,39,19,20,5,N,
wathajo01,1992,CAL,2,89,39,50,5,N,
rodgebu01,1992,CAL,3,34,14,20,5,N,
lamonge01,1992,CHA,1,162,86,76,3,N,
lefebji01,1992,CHN,1,162,78,84,4,N,
pinielo01,1992,CIN,1,162,90,72,2,N,
hargrmi01,1992,CLE,1,162,76,86,5,N,
andersp01,1992,DET,1,162,75,87,6,N,
howear01,1992,HOU,1,162,81,81,4,N,
mcraeha01,1992,KCA,1,162,72,90,5,N,
lasorto01,1992,LAN,1,162,63,99,6,N,
kellyto01,1992,MIN,1,162,90,72,2,N,
garneph01,1992,ML4,1,162,92,70,2,N,
runneto01,1992,MON,1,37,17,20,2,N,
aloufe01,1992,MON,2,125,70,55,2,N,
showabu99,1992,NYA,1,162,76,86,4,N,
torboje01,1992,NYN,1,162,72,90,5,N,
larusto01,1992,OAK,1,162,96,66,1,N,
fregoji01,1992,PHI,1,162,70,92,6,N,
leylaji99,1992,PIT,1,162,96,66,1,N,
riddogr99,1992,SDN,1,150,78,72,3,N,
rigglji99,1992,SDN,2,12,4,8,3,N,
plummbi01,1992,SEA,1,162,64,98,7,N,
craigro01,1992,SFN,1,162,72,90,5,N,
torrejo01,1992,SLN,1,162,83,79,3,N,
valenbo02,1992,TEX,1,86,45,41,4,N,
harrato01,1992,TEX,2,76,32,44,4,N,
gastoci01,1992,TOR,1,162,96,66,1,N,
coxbo01,1993,ATL,1,162,104,58,1,N,
oatesjo01,1993,BAL,1,162,85,77,3,N,
hobsobu01,1993,BOS,1,162,80,82,5,N,
rodgebu01,1993,CAL,1,162,71,91,5,N,
lamonge01,1993,CHA,1,162,94,68,1,N,
lefebji01,1993,CHN,1,162,84,78,4,N,
perezto01,1993,CIN,1,44,20,24,5,N,
johnsda02,1993,CIN,2,118,53,65,5,N,
hargrmi01,1993,CLE,1,162,76,86,6,N,
baylodo01,1993,COL,1,162,67,95,6,N,
andersp01,1993,DET,1,162,85,77,4,N,
lachere01,1993,FLO,1,162,64,98,6,N,
howear01,1993,HOU,1,162,85,77,3,N,
mcraeha01,1993,KCA,1,162,84,78,3,N,
lasorto01,1993,LAN,1,162,81,81,4,N,
kellyto01,1993,MIN,1,162,71,91,6,N,
garneph01,1993,ML4,1,162,69,93,7,N,
aloufe01,1993,MON,1,162,94,68,2,N,
showabu99,1993,NYA,1,162,88,74,2,N,
torboje01,1993,NYN,1,38,13,25,7,N,
greenda02,1993,NYN,2,124,46,78,7,N,
larusto01,1993,OAK,1,162,68,94,7,N,
fregoji01,1993,PHI,1,162,97,65,1,N,
leylaji99,1993,PIT,1,162,75,87,5,N,
rigglji99,1993,SDN,1,162,61,101,7,N,
pinielo01,1993,SEA,1,162,82,80,4,N,
bakerdu01,1993,SFN,1,162,103,59,2,N,
torrejo01,1993,SLN,1,162,87,75,3,N,
kenneke99,1993,TEX,1,162,86,76,2,N,
gastoci01,1993,TOR,1,162,95,67,1,N,
coxbo01,1994,ATL,1,114,68,46,2,N,
oatesjo01,1994,BAL,1,112,63,49,2,N,
hobsobu01,1994,BOS,1,115,54,61,4,N,
rodgebu01,1994,CAL,1,40,16,24,4,N,
lachema01,1994,CAL,2,75,31,44,4,N,
lamonge01,1994,CHA,1,113,67,46,1,N,
trebeto99,1994,CHN,1,113,49,64,5,N,
johnsda02,1994,CIN,1,115,66,48,1,N,
hargrmi01,1994,CLE,1,113,66,47,2,N,
baylodo01,1994,COL,1,117,53,64,3,N,
andersp01,1994,DET,1,115,53,62,5,N,
lachere01,1994,FLO,1,115,51,64,5,N,
